"Ssite","SID","SSID","Rep","Trtmt","TrtmtCode","Pres_Abs","Size1","Size2","SizeFlw","SizeH","BranchesH","LTFrt","WetWtAll","DryWtAll","WetWtFrt","DryWtFrt","DateH","WCAll","WCFrt","FlwH","Herbivory","DateFlw","JDateFlw","BranchesFlw","DateFrt","JDateFrt","DFlw","FlwDuration","LogSizeH","sqrtSizeH","rankSizeH","LogBranchesH","sqrtBranchesH","rankBranchesH","LogLTFrt","sqrtLTFrt","rankLTFrt","LogWetWtAll","sqrtWetWtAll","rankWetWtAll","LogDryWtAll","sqrtDryWtAll","rankDryWtAll","LogWetWtFrt","sqrtWetWtFrt","rankWetWtFrt","LogDryWtFrt","sqrtDryWtFrt","rankDryWtFrt","LogWCAll","sqrtWCAll","rankWCAll","LogWCFrt","sqrtWCFrt","rankWCFrt","WCAll2","WCFrt2"
"AR","23","AR23","2","1","B","2",18.3,28.6,21.4,28.4,0,9,2.2,0.38,0.85,0.18,"16-Aug-16",1.82,0.67,0,0,2016-07-22,204,0,2016-07-22,204,38,0,1.46834733041216,5.37587202228625,48,0,0.707106781186548,25.5,1,3.08220700148449,49.5,0.505149978319906,1.6431676725155,27,0.139879086401236,0.938083151964686,38.5,0.267171728403014,1.16189500386223,41.5,0.0718820073061254,0.824621125123532,78.5,0.450249108319361,1.52315462117278,26.5,0.222716471147583,1.0816653826392,36.5,82.7272727272727,78.8235294117647
"AR","50","AR50","2","1","B","2",8.7,20.7,15.7,22.1,0,7,1.91,0.26,0.8,0.09,"16-Aug-16",1.65,0.71,0,0,2016-07-29,211,0,2016-08-04,217,45,6,1.36361197989214,4.75394572960189,17,0,0.707106781186548,25.5,0.903089986991944,2.73861278752583,32,0.463892988985907,1.552417469626,21,0.100370545117563,0.871779788708135,20,0.255272505103306,1.14017542509914,38,0.0374264979406237,0.768114574786861,34,0.423245873936808,1.46628782986152,21,0.232996110392154,1.1,41,86.3874345549738,88.75
"AR","51","AR51","2","1","B","2",9.8,22.3,18.6,25,4,7,2.5,0.27,0.39,0.02,"26-Aug-16",2.23,0.37,0,0,2016-07-30,212,0,2016-08-03,216,46,4,1.41497334797082,5.04975246918104,28,0.698970004336019,2.12132034355964,133,0.903089986991944,2.73861278752583,32,0.544068044350276,1.73205080756888,42,0.103803720955957,0.877496438739212,21.5,0.143014800254095,0.94339811320566,20,0.00860017176191757,0.721110255092798,16.5,0.509202522331103,1.65227116418583,45,0.136720567156407,0.932737905308881,20.5,89.2,94.8717948717949
"AR","53","AR53","2","1","B","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,238,NA,NA,238,NA,NA,238,NA,NA,238,NA,NA,238,NA,NA,238,NA,NA,238,NA,NA,238,NA,NA
"AR","6","AR6","2","2","C","2",15.4,26.1,21.4,29.4,0,9,3.6,0.45,1.49,0.16,"16-Aug-16",3.15,1.33,0,0,2016-07-25,207,0,2016-07-28,210,41,3,1.48287358360875,5.46808924579693,58.5,0,0.707106781186548,25.5,1,3.08220700148449,49.5,0.662757831681574,2.02484567313166,79,0.161368002234975,0.974679434480896,55.5,0.396199347095736,1.41067359796659,88.5,0.0644579892269184,0.812403840463596,63.5,0.618048096712093,1.91049731745428,83,0.367355921026019,1.35277492584687,97,87.5,89.261744966443
"AR","22","AR22","2","2","C","2",6.6,23.3,22.4,26.4,2,2,2.42,0.32,0.05,0.001,"22-Aug-16",2.1,0.049,0,0,2016-08-08,221,1,2016-08-12,225,55,4,1.43775056282039,5.18652099195598,37,0.477121254719662,1.58113883008419,80,0.477121254719662,1.58113883008419,12,0.534026106056135,1.70880074906351,39,0.12057393120585,0.905538513813742,29,0.0211892990699381,0.741619848709566,12,0.000434077479318593,0.707813534767456,12.5,0.491361693834273,1.61245154965971,42,0.0207754881935578,0.740945342113708,12,86.7768595041322,98
"AR","23","AR23","2","2","C","2",13.2,23,15.9,24.3,0,10,1.61,0.27,0.6,0.13,"16-Aug-16",1.34,0.47,0,0,2016-07-22,204,0,2016-07-22,204,38,0,1.40312052117582,4.97995983919549,21,0,0.707106781186548,25.5,1.04139268515823,3.24037034920393,63,0.416640507338281,1.4525839046334,17,0.103803720955957,0.877496438739212,21.5,0.204119982655925,1.04880884817015,30.5,0.0530784434834197,0.793725393319377,49,0.369215857410143,1.35646599662505,15.5,0.167317334748176,0.98488578017961,27.5,83.2298136645963,78.3333333333333
"AR","50","AR50","2","2","C","2",11,24.4,17.3,24.4,0,9,2.01,0.31,0.95,0.13,"16-Aug-16",1.7,0.82,0,0,2016-07-25,207,0,2016-07-29,211,41,4,1.40483371661994,4.98998997994986,22.5,0,0.707106781186548,25.5,1,3.08220700148449,49.5,0.478566495593843,1.58429795177549,24,0.117271295655764,0.9,26,0.290034611362518,1.20415945787923,49,0.0530784434834197,0.793725393319377,49,0.431363764158987,1.48323969741913,23.5,0.260071387985075,1.14891252930761,50,84.5771144278607,86.3157894736842
"AR","51","AR51","2","2","C","1",0,0,NA,2.8,1,0,0.11,0.01,0,0,"26-Aug-16",0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.57978359661681,1.81659021245849,1,0.301029995663981,1.22474487139159,60.5,0,0.707106781186548,5.5,0.0453229787866575,0.781024967590665,1,0.00432137378264258,0.714142842854285,1,0,0.707106781186548,5.5,0,0.707106781186548,5.5,0.0413926851582251,0.774596669241483,1,0,0.707106781186548,5.5,90.9090909090909,NA
"AR","53","AR53","2","2","C","2",5.5,17.6,17.1,21.5,0,7,1.56,0.22,0.28,0.02,"22-Aug-16",1.34,0.26,0,0,2016-08-08,221,0,2016-08-09,222,55,1,1.35218251811136,4.69041575982343,14,0,0.707106781186548,25.5,0.903089986991944,2.73861278752583,32,0.40823996531185,1.43527000944073,15,0.0863598306747482,0.848528137423857,15,0.107209969647868,0.883176086632785,17,0.00860017176191757,0.721110255092798,16.5,0.369215857410143,1.35646599662505,15.5,0.100370545117563,0.871779788708135,17,85.8974358974359,92.8571428571428
"AR","6","AR6","2","0","D","2",14.6,34.3,27.8,36,4,17,4.66,0.65,2.04,0.24,"22-Aug-16",4.01,1.8,0,0,2016-07-30,212,1,2016-08-02,215,46,3,1.56820172406699,6.04152298679729,135,0.698970004336019,2.12132034355964,133,1.25527250510331,4.18330013267038,146,0.752816431188271,2.27156333832011,117,0.217483944213906,1.07238052947636,103,0.482873583608754,1.59373774505092,132,0.0934216851622351,0.860232526704263,110,0.699837725867246,2.12367605815953,124,0.447158031342219,1.51657508881031,134,86.0515021459227,88.2352941176471
"AR","22","AR22","2","0","D","2",7.4,26.2,18.2,26.3,0,4,2.55,0.35,0.79,0.08,"16-Aug-16",2.2,0.71,0,0,2016-07-26,208,0,2016-07-31,213,42,5,1.43616264704076,5.17687164221791,34.5,0,0.707106781186548,25.5,0.698970004336019,2.12132034355964,13,0.550228353055094,1.7464249196573,45,0.130333768495006,0.921954445729289,34.5,0.252853030979893,1.13578166916005,36.5,0.0334237554869497,0.761577310586391,30.5,0.505149978319906,1.6431676725155,43.5,0.232996110392154,1.1,41,86.2745098039216,89.873417721519
"AR","23","AR23","2","0","D","2",15.2,22.2,17.5,22.5,0,5,1.35,0.24,0.21,0.06,"22-Aug-16",1.11,0.15,0,0,2016-07-22,204,0,2016-07-22,204,38,0,1.37106786227174,4.79583152331272,18,0,0.707106781186548,25.5,0.778151250383644,2.34520787991171,16,0.371067862271736,1.36014705087354,13,0.0934216851622351,0.860232526704263,17.5,0.0827853703164501,0.842614977317636,15,0.0253058652647703,0.748331477354788,23,0.324282455297693,1.26885775404495,12,0.0606978403536116,0.806225774829855,15,82.2222222222222,71.4285714285714
"AR","50","AR50","2","0","D","2",6,18.2,18.5,24.2,1,8,1.83,0.22,0.22,0.001,"26-Aug-16",1.61,0.219,1,0,2016-08-04,217,0,2016-08-12,225,51,8,1.40140054078154,4.96990945591567,20,0.301029995663981,1.22474487139159,60.5,0.954242509439325,2.91547594742265,38.5,0.45178643552429,1.52643375224737,19,0.0863598306747482,0.848528137423857,15,0.0863598306747482,0.848528137423857,16,0.000434077479318593,0.707813534767456,12.5,0.416640507338281,1.4525839046334,19,0.086003705618382,0.847938677028003,16,87.9781420765027,99.5454545454545
"AR","51","AR51","2","0","D","2",11,28.7,19.7,30.1,0,9,3.69,0.47,1.37,0.13,"16-Aug-16",3.22,1.24,0,0,2016-07-29,211,0,2016-08-02,215,45,4,1.49276038902684,5.53172667437573,67.5,0,0.707106781186548,25.5,1,3.08220700148449,49.5,0.671172842715083,2.04694894904587,83,0.167317334748176,0.98488578017961,59.5,0.374748346010104,1.36747943311773,80,0.0530784434834197,0.793725393319377,49,0.625312450961674,1.92873015219859,87,0.350248018334163,1.31909059582729,87.5,87.2628726287263,90.5109489051095
"AR","53","AR53","2","0","D","2",12.9,30.6,25.2,33.8,0,13,5.43,0.76,2.17,0.18,"16-Aug-16",4.67,1.99,0,0,2016-07-30,212,0,2016-08-03,216,46,4,1.54157924394658,5.85662018573853,105,0,0.707106781186548,25.5,1.14612803567824,3.67423461417477,99,0.808210972924222,2.43515913237718,149,0.24551266781415,1.12249721603218,125.5,0.501059262217751,1.63401346383682,142,0.0718820073061254,0.824621125123532,78.5,0.753583058892907,2.27376340018041,152.5,0.47567118832443,1.57797338380595,156.5,86.0036832412523,91.705069124424
"KNB","5","KNB5","2","0.5","A","2",14.5,33.1,22.5,34.3,2,12,3.05,0.54,1.02,0.19,"16-Aug-16",2.51,0.83,0,0,2016-07-25,207,0,2016-07-29,211,41,4,1.54777470538782,5.89915248150105,112,0.477121254719662,1.58113883008419,80,1.11394335230684,3.53553390593274,87,0.607455023214668,1.88414436814168,58.5,0.187520720836463,1.01980390271856,72,0.305351369446624,1.2328828005938,52,0.0755469613925307,0.830662386291807,87,0.545307116465824,1.73493515728975,57.5,0.262451089730429,1.15325625946708,51,82.2950819672131,81.3725490196078
"KNB","6","KNB6","2","0.5","A","2",14.1,34.1,20.6,34.3,4,20,4.4,0.78,1.83,0.31,"16-Aug-16",3.62,1.52,0,0,2016-07-23,205,0,2016-07-26,208,39,3,1.54777470538782,5.89915248150105,112,0.698970004336019,2.12132034355964,133,1.32221929473392,4.52769256906871,169,0.732393759822969,2.21359436211787,110,0.250420002308894,1.13137084989848,133.5,0.45178643552429,1.52643375224737,114,0.117271295655764,0.9,142.5,0.664641975556125,2.02977831301844,106,0.401400540781544,1.42126704035519,113.5,82.2727272727273,83.0601092896175
"KNB","11","KNB11","2","0.5","A","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,239,NA,NA,239,NA,NA,239,NA,NA,239,NA,NA,239,NA,NA,239,NA,NA,239,NA,NA,239,NA,NA
"KNB","12","KNB12","2","0.5","A","2",23,37.8,28.2,39.1,7,21,3.78,0.77,1.6,0.36,"16-Aug-16",3.01,1.24,0,0,2016-07-22,204,7,2016-07-26,208,38,4,1.60314437262018,6.29285308902091,174.5,0.903089986991944,2.73861278752583,198.5,1.34242268082221,4.63680924774785,178,0.679427896612119,2.06881608655772,86,0.247973266361807,1.12694276695846,130.5,0.414973347970818,1.44913767461894,99.5,0.133538908370217,0.92736184954957,161,0.603144372620182,1.87349939951952,78,0.350248018334163,1.31909059582729,87.5,79.6296296296296,77.5
"KNB","13","KNB13","2","0.5","A","2",6.5,36.7,32,43.1,7,28,7.21,1.24,3.31,0.5,"26-Aug-16",5.97,2.81,0,0,2016-08-03,216,3,2016-08-05,218,50,2,1.64443858946784,6.60302960768767,208.5,0.903089986991944,2.73861278752583,198.5,1.46239799789896,5.33853912601566,208.5,0.914343157119441,2.77668867538296,197,0.350248018334163,1.31909059582729,210.5,0.634477270160732,1.95192212959431,205,0.176091259055681,1,209,0.843232778098009,2.54361946839538,195,0.580924975675619,1.81934053986603,206,82.8016643550624,84.8942598187311
"KNB","20","KNB20","2","0.5","A","2",15.8,36,22,36.2,4,13,3.55,0.63,1.23,0.22,"16-Aug-16",2.92,1.01,0,0,2016-07-24,206,0,2016-07-28,210,40,4,1.5705429398819,6.05805249234438,140.5,0.698970004336019,2.12132034355964,133,1.14612803567824,3.67423461417477,99,0.658011396657112,2.01246117974981,78,0.212187604403958,1.06301458127346,97.5,0.348304863048161,1.31529464379659,67,0.0863598306747482,0.848528137423857,99.5,0.593286067020457,1.84932420089069,74,0.303196057420489,1.22882057274445,67,82.2535211267606,82.1138211382114
"KNB","5","KNB5","2","1","B","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,240,NA,NA,240,NA,NA,240,NA,NA,240,NA,NA,240,NA,NA,240,NA,NA,240,NA,NA,240,NA,NA
"KNB","11","KNB11","2","1","B","2",19.5,30.3,21.7,30.5,0,9,2.3,0.39,0.86,0.18,"16-Aug-16",1.91,0.68,0,0,2016-07-22,204,0,2016-07-26,208,38,4,1.4983105537896,5.56776436283002,71.5,0,0.707106781186548,25.5,1,3.08220700148449,49.5,0.518513939877887,1.67332005306815,32,0.143014800254095,0.94339811320566,41,0.269512944217916,1.16619037896906,43,0.0718820073061254,0.824621125123532,78.5,0.463892988985907,1.552417469626,31,0.225309281725863,1.08627804912002,38,83.0434782608696,79.0697674418605
"KNB","12","KNB12","2","1","B","2",10.4,25.4,15.4,25.6,0,10,1.95,0.3,0.92,0.14,"16-Aug-16",1.65,0.78,0,0,2016-07-24,206,0,2016-07-28,210,40,4,1.42488163663107,5.10881590977792,31,0,0.707106781186548,25.5,1.04139268515823,3.24037034920393,63,0.469822015978163,1.56524758424985,22,0.113943352306837,0.894427190999916,23.5,0.28330122870355,1.1916375287813,46,0.0569048513364726,0.8,54.5,0.423245873936808,1.46628782986152,21,0.250420002308894,1.13137084989848,47.5,84.6153846153846,84.7826086956522
"KNB","13","KNB13","2","1","B","2",13.2,29.1,18.5,29.4,4,11,3.4,0.47,1.3,0.19,"16-Aug-16",2.93,1.11,0,0,2016-07-23,205,0,2016-07-27,209,39,4,1.48287358360875,5.46808924579693,58.5,0.698970004336019,2.12132034355964,133,1.07918124604762,3.39116499156263,75,0.643452676486187,1.97484176581315,71,0.167317334748176,0.98488578017961,59.5,0.361727836017593,1.34164078649987,75.5,0.0755469613925307,0.830662386291807,87,0.594392550375427,1.85202591774521,76,0.324282455297693,1.26885775404495,74,86.1764705882353,85.3846153846154
"KNB","16","KNB16","2","1","B","2",22.1,34.4,25.5,36,7,29,5.58,1.04,2.3,0.43,"16-Aug-16",4.54,1.87,0,0,2016-07-22,204,8,2016-07-22,204,38,0,1.56820172406699,6.04152298679729,135,0.903089986991944,2.73861278752583,198.5,1.47712125471966,5.43139024560011,213,0.818225893613955,2.46576560118759,156,0.309630167425899,1.24096736459909,179,0.518513939877887,1.67332005306815,155,0.155336037465062,0.964365076099295,187,0.74350976472843,2.24499443206436,148,0.457881896733992,1.53948043183407,145,81.3620071684588,81.304347826087
"KNB","20","KNB20","2","1","B","2",12,28,18.7,30.4,5,11,2.84,0.48,0.72,0.12,"26-Aug-16",2.36,0.6,6,0,2016-07-25,207,0,2016-07-30,212,41,5,1.49692964807321,5.55877684387492,70,0.778151250383644,2.34520787991171,158,1.07918124604762,3.39116499156263,75,0.584331224367531,1.82756668824971,53,0.170261715394957,0.989949493661167,63,0.235528446907549,1.10453610171873,35,0.0492180226701817,0.787400787401181,43,0.526339277389844,1.69115345252878,50.5,0.204119982655925,1.04880884817015,33.5,83.0985915492958,83.3333333333333
"KNB","5","KNB5","2","2","C","1",9.2,12,11.6,12.5,2,0,2.95,0.44,0,0,"22-Aug-16",2.51,0,0,0,2016-07-23,205,0,NA,NA,39,NA,1.13033376849501,3.60555127546399,6,0.477121254719662,1.58113883008419,80,0,0.707106781186548,5.5,0.59659709562646,1.85741756210067,55,0.15836249209525,0.969535971483266,52,0,0.707106781186548,5.5,0,0.707106781186548,5.5,0.545307116465824,1.73493515728975,57.5,0,0.707106781186548,5.5,85.0847457627119,NA
"KNB","11","KNB11","2","2","C","2",20.6,32,24,36.4,7,35,6.29,1.39,2.61,0.66,"26-Aug-16",4.9,1.95,0,0,2016-07-22,204,5,2016-07-26,208,38,4,1.57287160220048,6.07453701939498,144,0.903089986991944,2.73861278752583,198.5,1.55630250076729,5.95818764390649,224,0.862727528317975,2.60576284415908,173,0.378397900948138,1.37477270848675,222,0.557507201905658,1.76351920885484,175,0.220108088040055,1.0770329614269,227,0.770852011642144,2.32379000772445,162.5,0.469822015978163,1.56524758424985,153.5,77.9014308426073,74.7126436781609
"KNB","12","KNB12","2","2","C","2",9.3,27.9,19.2,28,0,13,2.17,0.35,0.94,0.17,"16-Aug-16",1.82,0.77,0,0,2016-07-23,205,0,2016-07-27,209,39,4,1.46239799789896,5.33853912601566,44,0,0.707106781186548,25.5,1.14612803567824,3.67423461417477,99,0.501059262217751,1.63401346383682,26,0.130333768495006,0.921954445729289,34.5,0.287801729930226,1.2,48,0.0681858617461616,0.818535277187245,70,0.450249108319361,1.52315462117278,26.5,0.247973266361807,1.12694276695846,46,83.8709677419355,81.9148936170213
"KNB","13","KNB13","2","2","C","2",17.1,36.6,21,36.2,3,14,3.43,0.55,1.29,0.22,"16-Aug-16",2.88,1.07,0,0,2016-07-22,204,0,2016-07-27,209,38,5,1.5705429398819,6.05805249234438,140.5,0.602059991327962,1.87082869338697,105,1.17609125905568,3.80788655293195,112.5,0.64640372622307,1.9824227601599,75,0.190331698170291,1.02469507659596,75,0.359835482339888,1.33790881602597,74,0.0863598306747482,0.848528137423857,99.5,0.588831725594207,1.83847763108502,73,0.315970345456918,1.25299640861417,72.5,83.9650145772595,82.9457364341085
"KNB","16","KNB16","2","2","C","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,NA,NA,241,NA,NA,241,NA,NA,241,NA,NA,241,NA,NA,241,NA,NA,241,NA,NA,241,NA,NA,241,NA,NA
"KNB","20","KNB20","2","2","C","2",5.5,20.5,17.5,22,0,5,1.13,0.15,0.33,0.03,"16-Aug-16",0.98,0.3,0,0,2016-08-01,214,0,2016-08-05,218,48,4,1.36172783601759,4.74341649025257,15.5,0,0.707106781186548,25.5,0.778151250383644,2.34520787991171,16,0.328379603438738,1.27671453348037,7,0.0606978403536116,0.806225774829855,10,0.123851640967086,0.91104335791443,18,0.0128372247051722,0.728010988928052,18.5,0.296665190261531,1.21655250605964,7,0.113943352306837,0.894427190999916,18,86.7256637168142,90.9090909090909
"KNB","5","KNB5","2","0","D","2",11,17.5,15.6,24.9,3,11,3.96,0.63,1.48,0.18,"26-Aug-16",3.33,1.3,0,0,2016-07-23,205,0,2016-07-26,208,39,3,1.41329976408125,5.03984126734166,25.5,0.602059991327962,1.87082869338697,105,1.07918124604762,3.39116499156263,75,0.695481676490197,2.11187120819429,94,0.212187604403958,1.06301458127346,97.5,0.394451680826216,1.40712472794703,87,0.0718820073061254,0.824621125123532,78.5,0.636487896353365,1.95703857907809,93,0.361727836017593,1.34164078649987,93.5,84.0909090909091,87.8378378378378
"KNB","11","KNB11","2","0","D","2",9.5,21,23.3,29.7,2,22,3.4,0.6,0.51,0.06,"26-Aug-16",2.8,0.45,0,0,2016-08-12,225,3,2016-08-16,229,59,4,1.48713837547719,5.49545266561363,61,0.477121254719662,1.58113883008419,80,1.36172783601759,4.74341649025257,186,0.643452676486187,1.97484176581315,71,0.204119982655925,1.04880884817015,89.5,0.178976947293169,1.00498756211209,25,0.0253058652647703,0.748331477354788,23,0.57978359661681,1.81659021245849,70,0.161368002234975,0.974679434480896,25.5,82.3529411764706,88.2352941176471
"KNB","12","KNB12","2","0","D","2",17.9,22.4,19.1,25,2,10,1.44,0.2,0.52,0.05,"16-Aug-16",1.24,0.47,0,0,2016-07-22,204,0,2016-08-05,218,38,14,1.41497334797082,5.04975246918104,28,0.477121254719662,1.58113883008419,80,1.04139268515823,3.24037034920393,63,0.387389826338729,1.39283882771841,14,0.0791812460476248,0.836660026534076,13,0.181843587944773,1.00995049383621,27,0.0211892990699381,0.741619848709566,20,0.350248018334163,1.31909059582729,14,0.167317334748176,0.98488578017961,27.5,86.1111111111111,90.3846153846154
"KNB","13","KNB13","2","0","D","2",9.1,32.3,22.1,33.3,0,14,3.48,0.43,1.55,0.16,"16-Aug-16",3.05,1.39,0,0,2016-07-28,210,0,2016-07-31,213,44,3,1.53529412004277,5.81377674149945,101,0,0.707106781186548,25.5,1.17609125905568,3.80788655293195,112.5,0.651278013998144,1.994993734326,76,0.155336037465062,0.964365076099295,49,0.406540180433955,1.43178210632764,94.5,0.0644579892269184,0.812403840463596,63.5,0.607455023214668,1.88414436814168,81,0.378397900948138,1.37477270848675,102,87.6436781609195,89.6774193548387
"KNB","16","KNB16","2","0","D","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,NA,NA,242,NA,NA,242,NA,NA,242,NA,NA,242,NA,NA,242,NA,NA,242,NA,NA,242,NA,NA,242,NA,NA
"KNB","20","KNB20","2","0","D","2",12.2,31.6,25.8,34.1,4,8,3.21,0.56,1.09,0.18,"22-Aug-16",2.65,0.91,0,0,2016-08-01,214,NA,2016-08-05,218,48,4,1.54530711646582,5.8821764679411,107.5,0.698970004336019,2.12132034355964,133,0.954242509439325,2.91547594742265,38.5,0.624282095835668,1.92613602842582,62,0.193124598354462,1.0295630140987,78,0.320146286111054,1.26095202129185,60,0.0718820073061254,0.824621125123532,78.5,0.562292864456475,1.77482393492988,63.5,0.281033367247728,1.18743420870379,57.5,82.5545171339564,83.4862385321101
"LH","2","LH2","2","0.5","A","2",14.4,33.3,24.2,32.1,1,13,4.49,0.76,1.84,0.24,"16-Aug-16",3.73,1.6,0,0,2016-07-26,208,0,2016-07-29,211,42,3,1.51982799377572,5.70964096944808,85,0.301029995663981,1.22474487139159,60.5,1.14612803567824,3.67423461417477,99,0.739572344450092,2.23383079036887,111,0.24551266781415,1.12249721603218,125.5,0.453318340047038,1.52970585407784,115,0.0934216851622351,0.860232526704263,110,0.674861140737812,2.05669638012031,109.5,0.414973347970818,1.44913767461894,118.5,83.0734966592428,86.9565217391304
"LH","28","LH28","2","0.5","A","2",18,34.3,23.2,33,0,6,2.73,0.48,0.88,0.14,"16-Aug-16",2.25,0.74,0,0,2016-07-25,207,0,2016-07-29,211,41,4,1.53147891704226,5.78791845139511,97.5,0,0.707106781186548,25.5,0.845098040014257,2.54950975679639,23.5,0.571708831808688,1.79722007556114,49,0.170261715394957,0.989949493661167,63,0.27415784926368,1.17473401244707,44,0.0569048513364726,0.8,54.5,0.511883360978874,1.6583123951777,46,0.2405492482826,1.113552872566,43.5,82.4175824175824,84.0909090909091
"LH","30","LH30","2","0.5","A","2",13.6,36.8,24.4,37,1,11,2.72,0.45,1.09,0.17,"16-Aug-16",2.27,0.92,0,0,2016-07-25,207,0,2016-07-29,211,41,4,1.57978359661681,6.12372435695795,151.5,0.301029995663981,1.22474487139159,60.5,1.07918124604762,3.39116499156263,75,0.570542939881898,1.79443584449264,48,0.161368002234975,0.974679434480896,55.5,0.320146286111054,1.26095202129185,60,0.0681858617461616,0.818535277187245,70,0.514547752660286,1.66433169770932,47.5,0.28330122870355,1.1916375287813,60.5,83.4558823529412,84.4036697247706
"LH","36","LH36","2","0.5","A","2",12.9,26.1,21.2,26.4,0,6,2.83,0.44,1.2,0.13,"16-Aug-16",2.39,1.07,0,0,2016-07-27,209,0,2016-07-31,213,43,4,1.43775056282039,5.18652099195598,37,0,0.707106781186548,25.5,0.845098040014257,2.54950975679639,23.5,0.583198773968623,1.82482875908947,51.5,0.15836249209525,0.969535971483266,52,0.342422680822206,1.30384048104053,66,0.0530784434834197,0.793725393319377,49,0.530199698203082,1.7,52,0.315970345456918,1.25299640861417,72.5,84.452296819788,89.1666666666667
"LH","47","LH47","2","0.5","A","2",22.8,37.8,27.1,38.6,7,35,5.37,1.21,2.15,0.51,"26-Aug-16",4.16,1.64,2,0,2016-07-22,204,6,2016-07-26,208,38,4,1.59769518592551,6.25299928034539,170.5,0.903089986991944,2.73861278752583,198.5,1.55630250076729,5.95818764390649,224,0.80413943233535,2.42280828791714,148,0.344392273685111,1.3076696830622,206,0.4983105537896,1.62788205960997,141,0.178976947293169,1.00498756211209,211.5,0.712649701627211,2.15870331449229,132,0.421603926869831,1.46287388383278,120.5,77.4674115456238,76.2790697674419
"LH","50","LH50","2","0.5","A","2",9,37.5,36.2,40.7,12,40,7.25,1.09,3.54,0.34,"26-Aug-16",6.16,3.2,0,0,2016-08-08,221,8,2016-08-15,228,55,7,1.62013605497376,6.41872261435249,189,1.11394335230684,3.53553390593274,228.5,1.61278385671974,6.36396103067893,228.5,0.916453948549925,2.78388218141501,199.5,0.320146286111054,1.26095202129185,186.5,0.657055852857104,2.00997512422418,213,0.127104798364808,0.916515138991168,152,0.854913022307856,2.58069758011279,201,0.6232492903979,1.92353840616713,215,84.9655172413793,90.3954802259887
"LH","2","LH2","2","1","B","2",11.4,27.3,20.5,29.5,0,9,2.71,0.35,1.04,0.11,"16-Aug-16",2.36,0.93,0,0,2016-07-28,210,0,2016-07-29,211,44,1,1.48429983934679,5.47722557505166,60,0,0.707106781186548,25.5,1,3.08220700148449,49.5,0.569373909615046,1.79164728671689,47,0.130333768495006,0.921954445729289,34.5,0.309630167425899,1.24096736459909,56,0.0453229787866575,0.781024967590665,39,0.526339277389844,1.69115345252878,50.5,0.285557309007774,1.19582607431014,62,87.0848708487085,89.4230769230769
"LH","28","LH28","2","1","B","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,243,NA,NA,243,NA,NA,243,NA,NA,243,NA,NA,243,NA,NA,243,NA,NA,243,NA,NA,243,NA,NA
"LH","30","LH30","2","1","B","2",1,12.5,16.7,24.7,1,7,1.84,0.19,0.68,0.08,"26-Aug-16",1.65,0.6,3,0,2016-08-15,228,0,NA,NA,62,NA,1.40993312333129,5.01996015920445,24,0.301029995663981,1.22474487139159,60.5,0.903089986991944,2.73861278752583,32,0.453318340047038,1.52970585407784,20,0.0755469613925307,0.830662386291807,12,0.225309281725863,1.08627804912002,33,0.0334237554869497,0.761577310586391,30.5,0.423245873936808,1.46628782986152,21,0.204119982655925,1.04880884817015,33.5,89.6739130434783,88.235294117647
"LH","36","LH36","2","1","B","2",9.8,23.1,17.1,25,0,9,2.4,0.35,0.9,0.11,"16-Aug-16",2.05,0.79,0,0,2016-07-29,211,0,2016-08-03,216,45,5,1.41497334797082,5.04975246918104,28,0,0.707106781186548,25.5,1,3.08220700148449,49.5,0.531478917042255,1.70293863659264,37,0.130333768495006,0.921954445729289,34.5,0.278753600952829,1.18321595661992,45,0.0453229787866575,0.781024967590665,39,0.484299839346786,1.59687194226713,40,0.252853030979893,1.13578166916005,49,85.4166666666667,87.7777777777778
"LH","47","LH47","2","1","B","1",11,22,15.7,18,2,0,1.59,0.24,0,0,"16-Aug-16",1.35,0,0,0,2016-07-24,206,NA,2016-07-28,210,40,4,1.27875360095283,4.30116263352131,11,0.477121254719662,1.58113883008419,80,0,0.707106781186548,5.5,0.413299764081252,1.4456832294801,16,0.0934216851622351,0.860232526704263,17.5,0,0.707106781186548,5.5,0,0.707106781186548,5.5,0.371067862271736,1.36014705087354,17,0,0.707106781186548,5.5,84.9056603773585,NA
